Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
OHX18PCD,Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX18PCL,Loss of Attachment:  Lower left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX18PCM,Loss of Attachment:  Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX18PCP,Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX18PCS,Loss of Attachment:  Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19CJA,Loss of Attachment:  Lower left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19CJD,Loss of Attachment: Lower left 1st molar (1M) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19CJL,Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19CJM,Loss of Attachment:  Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19CJP,Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19CJS,Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19LAA,Loss of Attachment:  Lower left 1st molar (1M) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19LAD,Loss of Attachment:  Lower left 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19LAL,Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19LAM,Loss of Attachment:  Lower left 1st molar (1M) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19LAP,Loss of Attachment:  Lower left 1st molar (1M) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19LAS,Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19PCA,Loss of Attachment:  Lower left 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19PCD,Loss of Attachment: Lower left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19PCL,Loss of Attachment:  Lower left 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19PCM,Loss of Attachment:  Lower left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19PCP,Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX19PCS,Loss of Attachment:  Lower left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20CJA,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20CJD,Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20CJL,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20CJM,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20CJP,Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20CJS,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20LAA,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20LAD,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20LAL,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20LAM,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20LAP,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20LAS,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20PCA,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20PCD,Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20PCL,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20PCM,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20PCP,Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX20PCS,Loss of Attachment:  Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21CJA,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21CJD,Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21CJL,Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21CJM,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21CJP,Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21CJS,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21LAA,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21LAD,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21LAL,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21LAM,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21LAP,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21LAS,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21PCA,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21PCD,Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21PCL,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21PCM,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21PCP,Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX21PCS,Loss of Attachment:  Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22CJA,Loss of Attachment:  Lower left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22CJD,Loss of Attachment: Lower left cuspid (C) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22CJL,Loss of Attachment:  Lower left cuspid (C) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22CJM,Loss of Attachment:  Lower left cuspid (C) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22CJP,Loss of Attachment: Lower left cuspid (C) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22CJS,Loss of Attachment:  Lower left cuspid (C) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22LAA,Loss of Attachment:  Lower left cuspid (C) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22LAD,Loss of Attachment:  Lower left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22LAL,Loss of Attachment:  Lower left cuspid (C) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22LAM,Loss of Attachment: Lower left cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22LAP,Loss of Attachment:  Lower left cuspid (C) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22LAS,Loss of Attachment:  Lower left cuspid (C) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22PCA,Loss of Attachment:  Lower left cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22PCD,Loss of Attachment: Lower left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22PCL,Loss of Attachment:  Lower left cuspid (C) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22PCM,Loss of Attachment:  Lower left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22PCP,Loss of Attachment: Lower left cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX22PCS,Loss of Attachment:  Lower left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23CJA,Loss of Attachment:  Lower left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23CJD,Loss of Attachment: Lower left lateral incisor (LI) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23CJL,Loss of Attachment:  Lower left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23CJM,Loss of Attachment:  Lower left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23CJP,Loss of Attachment: Lower left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23CJS,Loss of Attachment:  Lower left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23LAA,Loss of Attachment:  Lower left lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23LAD,Loss of Attachment:  Lower left lateral incisor (LI) distal - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23LAL,Loss of Attachment:  Lower left lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23LAM,Loss of Attachment:  Lower left lateral incisor (LI) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23LAP,Loss of Attachment:  Lower left lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23LAS,Loss of Attachment:  Lower left lateral incisor (LI) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23PCA,Loss of Attachment:  Lower left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23PCD,Loss of Attachment: Lower left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23PCL,Loss of Attachment:  Lower left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23PCM,Loss of Attachment:  Lower left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23PCP,Loss of Attachment: Lower left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX23PCS,Loss of Attachment:  Lower left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24CJA,Loss of Attachment:  Lower left central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24CJD,Loss of Attachment: Lower left central incisor (CI) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24CJL,Loss of Attachment:  Lower left central incisor (CI) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24CJM,Loss of Attachment:  Lower left central incisor (CI) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24CJP,Loss of Attachment: Lower left central incisor (CI) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24CJS,Loss of Attachment:  Lower left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24LAA,Loss of Attachment:  Lower left central incisor (CI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24LAD,Loss of Attachment:  Lower left central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24LAL,Loss of Attachment:  Lower left central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24LAM,Loss of Attachment:  Lower left central incisor (CI) mid-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24LAP,Loss of Attachment:  Lower left central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24LAS,Loss of Attachment:  Lower left central incisor (CI) mesio-facial - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24PCA,Loss of Attachment:  Lower left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24PCD,Loss of Attachment: Lower left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24PCL,Loss of Attachment:  Lower left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24PCM,Loss of Attachment:  Lower left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24PCP,Loss of Attachment: Lower left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX24PCS,Loss of Attachment:  Lower left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25CJA,Loss of Attachment:  Lower right central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25CJD,Loss of Attachment: Lower right central incisor (CI) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25CJL,Loss of Attachment:  Lower right central incisor (CI) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25CJM,Loss of Attachment:  Lower right central incisor (CI) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25CJP,Loss of Attachment: Lower right central incisor (CI) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25CJS,Loss of Attachment:  Lower right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25LAA,Loss of Attachment:  Lower right central incisor (CI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25LAD,Loss of Attachment:  Lower right central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25LAL,Loss of Attachment:  Lower right central incisor (CI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25LAM,Loss of Attachment:  Lower right central incisor (CI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25LAP,Loss of Attachment:  Lower right central incisor (CI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25LAS,Loss of Attachment:  Lower right central incisor (CI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25PCA,Loss of Attachment:  Lower right central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25PCD,Loss of Attachment: Lower right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25PCL,Loss of Attachment:  Lower right central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25PCM,Loss of Attachment:  Lower right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25PCP,Loss of Attachment: Lower right central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX25PCS,Loss of Attachment:  Lower right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26CJA,Loss of Attachment:  Lower right lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26CJD,Loss of Attachment: Lower right lateral incisor (LI) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26CJL,Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26CJM,Loss of Attachment:  Lower right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26CJP,Loss of Attachment: Lower right lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26CJS,Loss of Attachment:  Lower right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26LAA,Loss of Attachment:  Lower right lateral incisor (LI) mesio-lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26LAD,Loss of Attachment:  Lower right lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26LAL,Loss of Attachment:  Lower right lateral incisor (LI) mid- lingual - Calculation of:  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26LAM,Loss of Attachment:  Lower right lateral incisor (LI) mid-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26LAP,Loss of Attachment:  Lower right lateral incisor (LI) distal - lingual - Calculation of:  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26LAS,Loss of Attachment:  Lower right lateral incisor (LI) mesio-facial - Calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX26PCA,Loss of Attachment:  Lower right lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
